id,x,y,sx,sy
moss_patch_01,238,141,1.2,1.2
moss_patch_01,189,242,1.2,1.2
moss_patch_01,60,44,1.2,1.2
moss_patch_01,83,52,1.2,1.2
moss_patch_01,200,14,1.2,1.2
moss_patch_01,175,13,1.2,1.2
moss_patch_01,179,7,1.2,1.2
moss_patch_01,82,71,1.2,1.2
moss_patch_01,83,43,1.2,1.2
moss_patch_01,40,74,1.2,1.2
moss_patch_01,90,107,1.2,1.2
moss_patch_01,254,124,1.2,1.2
moss_patch_01,84,146,1.2,1.2
moss_patch_01,80,34,1.2,1.2
moss_patch_01,87,45,1.2,1.2
moss_patch_01,44,81,1.2,1.2
moss_patch_01,76,29,1.2,1.2
moss_patch_01,47,71,1.2,1.2
moss_patch_01,190,20,1.2,1.2
moss_patch_01,87,58,1.2,1.2
moss_patch_01,69,53,1.2,1.2
moss_patch_01,84,110,1.2,1.2
moss_patch_01,56,40,1.2,1.2
moss_patch_01,41,78,1.2,1.2
moss_patch_01,180,19,1.2,1.2
moss_patch_01,57,52,1.2,1.2
moss_patch_01,250,118,1.2,1.2
moss_patch_01,222,123,1.2,1.2
moss_patch_01,86,100,1.2,1.2
moss_patch_01,180,248,1.2,1.2
moss_patch_01,248,114,1.2,1.2
moss_patch_01,77,53,1.2,1.2
moss_patch_01,78,71,1.2,1.2
moss_patch_01,176,249,1.2,1.2
moss_patch_01,254,134,1.2,1.2
moss_patch_01,99,108,1.2,1.2
moss_patch_01,185,14,1.2,1.2
moss_patch_01,51,90,1.2,1.2
moss_patch_01,73,63,1.2,1.2
moss_patch_01,86,95,1.2,1.2
moss_patch_01,79,124,1.2,1.2
moss_patch_01,86,121,1.2,1.2
moss_patch_01,75,89,1.2,1.2
moss_patch_01,82,29,1.2,1.2
moss_patch_01,73,110,1.2,1.2
moss_patch_01,74,135,1.2,1.2
moss_patch_01,66,106,1.2,1.2
moss_patch_01,230,141,1.2,1.2
moss_patch_01,60,103,1.2,1.2
moss_patch_01,78,83,1.2,1.2
moss_patch_01,115,114,1.2,1.2
moss_patch_01,81,142,1.2,1.2
moss_patch_01,114,143,1.2,1.2
moss_patch_01,78,41,1.2,1.2
moss_patch_01,170,2,1.2,1.2
moss_patch_01,77,111,1.2,1.2
moss_patch_01,65,54,1.2,1.2
moss_patch_01,91,65,1.2,1.2
moss_patch_01,107,134,1.2,1.2
moss_patch_01,108,147,1.2,1.2
moss_patch_01,192,236,1.2,1.2
moss_patch_01,111,133,1.2,1.2
moss_patch_01,224,129,1.2,1.2
moss_patch_01,208,255,1.2,1.2
moss_patch_01,224,115,1.2,1.2
moss_patch_01,77,138,1.2,1.2
moss_patch_01,77,119,1.2,1.2
moss_patch_01,113,122,1.2,1.2
moss_patch_01,198,20,1.2,1.2
moss_patch_01,82,94,1.2,1.2
moss_patch_01,191,15,1.2,1.2
moss_patch_01,186,239,1.2,1.2
moss_patch_01,238,111,1.2,1.2
moss_patch_01,208,12,1.2,1.2
moss_patch_01,95,65,1.2,1.2
moss_patch_01,55,44,1.2,1.2
moss_patch_01,76,131,1.2,1.2
moss_patch_01,231,146,1.2,1.2
moss_patch_01,169,255,1.2,1.2
moss_patch_01,78,145,1.2,1.2
moss_patch_01,194,19,1.2,1.2
moss_patch_01,66,33,1.2,1.2
moss_patch_01,200,249,1.2,1.2
moss_patch_01,65,75,1.2,1.2
moss_patch_01,112,139,1.2,1.2
moss_patch_01,44,92,1.2,1.2
moss_patch_01,89,142,1.2,1.2
moss_patch_01,86,71,1.2,1.2
moss_patch_01,89,153,1.2,1.2
moss_patch_01,241,137,1.2,1.2
moss_patch_01,52,73,1.2,1.2
moss_patch_01,94,69,1.2,1.2
moss_patch_01,69,109,1.2,1.2
moss_patch_01,248,124,1.2,1.2
moss_patch_01,73,26,1.2,1.2
moss_patch_01,44,86,1.2,1.2
moss_patch_01,207,247,1.2,1.2
moss_patch_01,252,130,1.2,1.2
moss_patch_01,74,76,1.2,1.2
moss_patch_01,234,139,1.2,1.2
moss_patch_01,120,122,1.2,1.2
moss_patch_01,82,120,1.2,1.2
moss_patch_01,107,105,1.2,1.2
moss_patch_01,102,155,1.2,1.2
moss_patch_01,54,48,1.2,1.2
moss_patch_01,81,128,1.2,1.2
moss_patch_01,78,95,1.2,1.2
moss_patch_01,184,8,1.2,1.2
moss_patch_01,48,66,1.2,1.2
moss_patch_01,116,131,1.2,1.2
moss_patch_01,67,63,1.2,1.2
moss_patch_01,86,49,1.2,1.2
mud_splash_02,229,117,0.7,0.7
mud_splash_02,72,106,0.7,0.7
mud_splash_02,190,16,0.7,0.7
mud_splash_02,79,128,0.7,0.7
mud_splash_02,101,107,0.7,0.7
mud_splash_02,57,105,0.7,0.7
mud_splash_02,42,76,0.7,0.7
mud_splash_02,238,118,0.7,0.7
mud_splash_02,91,69,0.7,0.7
mud_splash_02,67,76,0.7,0.7
mud_splash_02,97,146,0.7,0.7
mud_splash_02,70,58,0.7,0.7
mud_splash_02,194,242,0.7,0.7
mud_splash_02,78,45,0.7,0.7
mud_splash_02,74,85,0.7,0.7
mud_splash_02,233,116,0.7,0.7
mud_splash_02,47,94,0.7,0.7
mud_splash_02,109,141,0.7,0.7
mud_splash_02,103,112,0.7,0.7
mud_splash_02,75,63,0.7,0.7
mud_splash_02,180,246,0.7,0.7
mud_splash_02,81,141,0.7,0.7
mud_splash_02,83,124,0.7,0.7
mud_splash_02,204,254,0.7,0.7
mud_splash_02,69,81,0.7,0.7
mud_splash_02,50,90,0.7,0.7
mud_splash_02,89,143,0.7,0.7
mud_splash_02,237,143,0.7,0.7
mud_splash_02,47,77,0.7,0.7
mud_splash_02,61,39,0.7,0.7
mud_splash_02,110,137,0.7,0.7
mud_splash_02,233,141,0.7,0.7
mud_splash_02,109,116,0.7,0.7
mud_splash_02,65,107,0.7,0.7
mud_splash_02,104,150,0.7,0.7
mud_splash_02,177,250,0.7,0.7
mud_splash_02,246,141,0.7,0.7
mud_splash_02,82,112,0.7,0.7
mud_splash_02,110,130,0.7,0.7
mud_splash_02,82,47,0.7,0.7
mud_splash_02,187,244,0.7,0.7
mud_splash_02,81,99,0.7,0.7
mud_splash_02,66,72,0.7,0.7
mud_splash_02,200,247,0.7,0.7
mud_splash_02,73,52,0.7,0.7
mud_splash_02,80,134,0.7,0.7
mud_splash_02,79,123,0.7,0.7
mud_splash_02,109,146,0.7,0.7
mud_splash_02,56,74,0.7,0.7
mud_splash_02,181,9,0.7,0.7
mud_splash_02,172,3,0.7,0.7
mud_splash_02,170,252,0.7,0.7
mud_splash_02,80,88,0.7,0.7
mud_splash_02,63,55,0.7,0.7
mud_splash_02,105,143,0.7,0.7
mud_splash_02,87,57,0.7,0.7
mud_splash_02,225,126,0.7,0.7
mud_splash_02,81,39,0.7,0.7
mud_splash_02,80,71,0.7,0.7
mud_splash_02,50,97,0.7,0.7
mud_splash_02,62,75,0.7,0.7
mud_splash_02,176,8,0.7,0.7
mud_splash_02,40,81,0.7,0.7
mud_splash_02,60,101,0.7,0.7
mud_splash_02,114,129,0.7,0.7
mud_splash_02,44,84,0.7,0.7
mud_splash_02,245,122,0.7,0.7
mud_splash_02,89,61,0.7,0.7
mud_splash_02,240,137,0.7,0.7
mud_splash_02,115,125,0.7,0.7
mud_splash_02,47,70,0.7,0.7
mud_splash_02,45,89,0.7,0.7
mud_splash_02,55,70,0.7,0.7
mud_splash_02,77,100,0.7,0.7
mud_splash_02,55,97,0.7,0.7
mud_splash_02,85,69,0.7,0.7
mud_splash_02,204,2,0.7,0.7
mud_splash_02,86,110,0.7,0.7
mud_splash_02,91,74,0.7,0.7
mud_splash_02,229,136,0.7,0.7
mud_splash_02,241,142,0.7,0.7
mud_splash_02,252,130,0.7,0.7
mud_splash_02,85,119,0.7,0.7
mud_splash_02,190,239,0.7,0.7
mud_splash_02,94,105,0.7,0.7
mud_splash_02,57,47,0.7,0.7
mud_splash_02,197,18,0.7,0.7
mud_splash_02,85,43,0.7,0.7
mud_splash_02,84,128,0.7,0.7
mud_splash_02,82,147,0.7,0.7
mud_splash_02,85,138,0.7,0.7
mud_splash_02,228,129,0.7,0.7
mud_splash_02,56,42,0.7,0.7
mud_splash_02,73,26,0.7,0.7
mud_splash_02,191,245,0.7,0.7
mud_splash_02,229,143,0.7,0.7
mud_splash_02,75,33,0.7,0.7
mud_splash_02,99,153,0.7,0.7
mud_splash_02,89,148,0.7,0.7
mud_splash_02,67,29,0.7,0.7
mud_splash_02,68,33,0.7,0.7
mud_splash_02,51,72,0.7,0.7
mud_splash_02,39,85,0.7,0.7
mud_splash_02,109,112,0.7,0.7
mud_splash_02,76,134,0.7,0.7
mud_splash_02,109,123,0.7,0.7
mud_splash_02,78,138,0.7,0.7
mud_splash_02,62,35,0.7,0.7
mud_splash_02,80,94,0.7,0.7
mud_splash_02,77,104,0.7,0.7
mud_splash_02,174,254,0.7,0.7
mud_splash_02,208,5,0.7,0.7
mud_splash_02,72,66,0.7,0.7
mud_splash_02,196,14,0.7,0.7
mud_splash_02,205,247,0.7,0.7
mud_splash_02,99,111,0.7,0.7
mud_splash_02,105,116,0.7,0.7
mud_splash_02,74,78,0.7,0.7
mud_splash_02,93,65,0.7,0.7
mud_splash_02,250,125,0.7,0.7
mud_splash_02,183,15,0.7,0.7
mud_splash_02,186,12,0.7,0.7
mud_splash_02,183,242,0.7,0.7
mud_splash_02,247,116,0.7,0.7
mud_splash_02,76,70,0.7,0.7
mud_splash_02,251,134,0.7,0.7
mud_splash_02,114,118,0.7,0.7
mud_splash_02,88,106,0.7,0.7
mud_splash_02,60,44,0.7,0.7
mud_splash_02,79,29,0.7,0.7
mud_splash_02,60,69,0.7,0.7
mud_splash_02,66,103,0.7,0.7
mud_splash_02,206,11,0.7,0.7
mud_splash_02,106,136,0.7,0.7
mud_splash_02,96,150,0.7,0.7
mud_splash_02,75,90,0.7,0.7
mud_splash_02,231,112,0.7,0.7
mud_splash_02,115,133,0.7,0.7
mud_splash_02,87,52,0.7,0.7
mud_splash_02,202,15,0.7,0.7
mud_splash_02,107,107,0.7,0.7
mud_splash_02,79,119,0.7,0.7
mud_splash_02,70,85,0.7,0.7
mud_splash_02,53,102,0.7,0.7
mud_splash_02,71,74,0.7,0.7
mud_splash_02,93,145,0.7,0.7
mud_splash_02,227,122,0.7,0.7
mud_splash_02,173,249,0.7,0.7
mud_splash_02,201,242,0.7,0.7
mud_splash_02,85,39,0.7,0.7
mud_splash_02,74,46,0.7,0.7
mud_splash_02,66,58,0.7,0.7
mud_splash_02,72,30,0.7,0.7
mud_splash_02,119,126,0.7,0.7
mud_splash_02,170,7,0.7,0.7
mud_splash_02,78,36,0.7,0.7
mud_splash_02,178,12,0.7,0.7
mud_splash_02,82,75,0.7,0.7
mud_splash_02,186,18,0.7,0.7
mud_splash_02,58,55,0.7,0.7
mud_splash_02,119,131,0.7,0.7
mud_splash_02,85,144,0.7,0.7
mud_splash_02,77,53,0.7,0.7
mud_splash_02,57,51,0.7,0.7
mud_splash_02,197,239,0.7,0.7
mud_splash_02,201,6,0.7,0.7
mud_splash_02,91,152,0.7,0.7
mud_splash_02,243,116,0.7,0.7
mud_splash_02,84,93,0.7,0.7
mud_splash_02,86,73,0.7,0.7
mud_splash_02,81,51,0.7,0.7
mud_splash_02,254,122,0.7,0.7
mud_splash_02,69,109,0.7,0.7
mud_splash_02,85,115,0.7,0.7
mud_splash_02,69,63,0.7,0.7
mud_splash_02,114,138,0.7,0.7
mud_splash_02,223,121,0.7,0.7
mud_splash_02,239,113,0.7,0.7
mud_splash_02,52,67,0.7,0.7
mud_splash_02,101,147,0.7,0.7
mud_splash_02,208,1,0.7,0.7
mud_splash_02,61,106,0.7,0.7
mud_splash_02,225,136,0.7,0.7
mud_splash_02,227,113,0.7,0.7
mud_splash_02,73,110,0.7,0.7
mud_splash_02,208,250,0.7,0.7
mud_splash_02,249,121,0.7,0.7
mud_splash_02,201,10,0.7,0.7
mud_splash_02,196,246,0.7,0.7
mud_splash_02,82,103,0.7,0.7
mud_splash_02,43,72,0.7,0.7
cracked_stone_03,244,122,1.5,1.5
cracked_stone_03,86,120,1.5,1.5
cracked_stone_03,179,21,1.5,1.5
cracked_stone_03,225,212,1.5,1.5
cracked_stone_03,5,246,1.5,1.5
cracked_stone_03,91,157,1.5,1.5
cracked_stone_03,216,185,1.5,1.5
cracked_stone_03,107,151,1.5,1.5
cracked_stone_03,211,180,1.5,1.5
cracked_stone_03,69,30,1.5,1.5
cracked_stone_03,179,247,1.5,1.5
cracked_stone_03,163,131,1.5,1.5
cracked_stone_03,96,40,1.5,1.5
cracked_stone_03,2,95,1.5,1.5
cracked_stone_03,97,158,1.5,1.5
cracked_stone_03,99,149,1.5,1.5
cracked_stone_03,186,20,1.5,1.5
cracked_stone_03,181,103,1.5,1.5
cracked_stone_03,157,4,1.5,1.5
cracked_stone_03,68,24,1.5,1.5
cracked_stone_03,226,233,1.5,1.5
cracked_stone_03,184,24,1.5,1.5
cracked_stone_03,154,1,1.5,1.5
cracked_stone_03,109,133,1.5,1.5
cracked_stone_03,52,73,1.5,1.5
cracked_stone_03,86,156,1.5,1.5
cracked_stone_03,235,83,1.5,1.5
cracked_stone_03,242,96,1.5,1.5
cracked_stone_03,115,130,1.5,1.5
cracked_stone_03,182,33,1.5,1.5
cracked_stone_03,195,180,1.5,1.5
cracked_stone_03,6,129,1.5,1.5
cracked_stone_03,201,203,1.5,1.5
cracked_stone_03,0,250,1.5,1.5
cracked_stone_03,19,204,1.5,1.5
cracked_stone_03,154,253,1.5,1.5
cracked_stone_03,28,26,1.5,1.5
cracked_stone_03,54,50,1.5,1.5
cracked_stone_03,53,32,1.5,1.5
cracked_stone_03,107,41,1.5,1.5
cracked_stone_03,30,56,1.5,1.5
cracked_stone_03,37,92,1.5,1.5
cracked_stone_03,30,141,1.5,1.5
cracked_stone_03,43,83,1.5,1.5
cracked_stone_03,174,244,1.5,1.5
cracked_stone_03,235,153,1.5,1.5
cracked_stone_03,87,38,1.5,1.5
cracked_stone_03,182,122,1.5,1.5
cracked_stone_03,195,26,1.5,1.5
cracked_stone_03,126,168,1.5,1.5
cracked_stone_03,62,110,1.5,1.5
cracked_stone_03,102,105,1.5,1.5
cracked_stone_03,60,22,1.5,1.5
cracked_stone_03,93,144,1.5,1.5
cracked_stone_03,132,171,1.5,1.5
cracked_stone_03,152,189,1.5,1.5
cracked_stone_03,172,18,1.5,1.5
cracked_stone_03,95,151,1.5,1.5
cracked_stone_03,183,247,1.5,1.5
cracked_stone_03,116,155,1.5,1.5
cracked_stone_03,92,86,1.5,1.5
cracked_stone_03,212,198,1.5,1.5
cracked_stone_03,243,212,1.5,1.5
cracked_stone_03,45,105,1.5,1.5
cracked_stone_03,231,76,1.5,1.5
cracked_stone_03,22,90,1.5,1.5
cracked_stone_03,173,5,1.5,1.5
cracked_stone_03,16,163,1.5,1.5
cracked_stone_03,184,236,1.5,1.5
cracked_stone_03,176,8,1.5,1.5
cracked_stone_03,177,16,1.5,1.5
cracked_stone_03,34,24,1.5,1.5
cracked_stone_03,194,226,1.5,1.5
cracked_stone_03,188,25,1.5,1.5
cracked_stone_03,40,104,1.5,1.5
cracked_stone_03,181,129,1.5,1.5
cracked_stone_03,142,124,1.5,1.5
cracked_stone_03,210,121,1.5,1.5
cracked_stone_03,39,75,1.5,1.5
cracked_stone_03,168,134,1.5,1.5
cracked_stone_03,107,119,1.5,1.5
cracked_stone_03,236,106,1.5,1.5
cracked_stone_03,242,199,1.5,1.5
cracked_stone_03,111,116,1.5,1.5
cracked_stone_03,227,116,1.5,1.5
cracked_stone_03,217,206,1.5,1.5
cracked_stone_03,50,156,1.5,1.5
cracked_stone_03,255,252,1.5,1.5
cracked_stone_03,17,89,1.5,1.5
cracked_stone_03,112,55,1.5,1.5
cracked_stone_03,6,90,1.5,1.5
cracked_stone_03,210,204,1.5,1.5
cracked_stone_03,248,115,1.5,1.5
cracked_stone_03,60,31,1.5,1.5
cracked_stone_03,95,82,1.5,1.5
cracked_stone_03,192,30,1.5,1.5
cracked_stone_03,240,150,1.5,1.5
cracked_stone_03,219,232,1.5,1.5
cracked_stone_03,76,26,1.5,1.5
cracked_stone_03,1,120,1.5,1.5
cracked_stone_03,64,28,1.5,1.5
cracked_stone_03,84,127,1.5,1.5
cracked_stone_03,75,30,1.5,1.5
cracked_stone_03,41,90,1.5,1.5
cracked_stone_03,44,77,1.5,1.5
cracked_stone_03,116,123,1.5,1.5
cracked_stone_03,25,45,1.5,1.5
cracked_stone_03,195,242,1.5,1.5
cracked_stone_03,152,194,1.5,1.5
cracked_stone_03,82,122,1.5,1.5
cracked_stone_03,131,164,1.5,1.5
cracked_stone_03,244,152,1.5,1.5
cracked_stone_03,78,161,1.5,1.5
cracked_stone_03,183,114,1.5,1.5
cracked_stone_03,198,36,1.5,1.5
cracked_stone_03,97,97,1.5,1.5
cracked_stone_03,203,181,1.5,1.5
cracked_stone_03,37,114,1.5,1.5
cracked_stone_03,29,42,1.5,1.5
cracked_stone_03,122,92,1.5,1.5
cracked_stone_03,80,145,1.5,1.5
cracked_stone_03,104,144,1.5,1.5
cracked_stone_03,88,141,1.5,1.5
cracked_stone_03,233,144,1.5,1.5
cracked_stone_03,49,45,1.5,1.5
cracked_stone_03,108,57,1.5,1.5
cracked_stone_03,181,16,1.5,1.5
cracked_stone_03,38,23,1.5,1.5
cracked_stone_03,27,137,1.5,1.5
cracked_stone_03,230,139,1.5,1.5
cracked_stone_03,104,53,1.5,1.5
cracked_stone_03,156,80,1.5,1.5
cracked_stone_03,72,24,1.5,1.5
cracked_stone_03,214,156,1.5,1.5
cracked_stone_03,202,103,1.5,1.5
cracked_stone_03,167,252,1.5,1.5
cracked_stone_03,89,145,1.5,1.5
cracked_stone_03,233,149,1.5,1.5
cracked_stone_03,202,1,1.5,1.5
cracked_stone_03,168,116,1.5,1.5
cracked_stone_03,65,107,1.5,1.5
cracked_stone_03,36,71,1.5,1.5
cracked_stone_03,94,63,1.5,1.5
cracked_stone_03,91,44,1.5,1.5
cracked_stone_03,208,130,1.5,1.5
cracked_stone_03,77,124,1.5,1.5
cracked_stone_03,60,101,1.5,1.5
cracked_stone_03,112,122,1.5,1.5
cracked_stone_03,251,202,1.5,1.5
cracked_stone_03,150,113,1.5,1.5
cracked_stone_03,101,112,1.5,1.5
cracked_stone_03,74,135,1.5,1.5
cracked_stone_03,202,35,1.5,1.5
cracked_stone_03,215,0,1.5,1.5
cracked_stone_03,202,247,1.5,1.5
cracked_stone_03,234,95,1.5,1.5
cracked_stone_03,182,7,1.5,1.5
cracked_stone_03,104,83,1.5,1.5
cracked_stone_03,110,137,1.5,1.5
cracked_stone_03,216,74,1.5,1.5
cracked_stone_03,216,227,1.5,1.5
cracked_stone_03,96,90,1.5,1.5
cracked_stone_03,53,36,1.5,1.5
cracked_stone_03,113,60,1.5,1.5
cracked_stone_03,221,28,1.5,1.5
cracked_stone_03,251,119,1.5,1.5
cracked_stone_03,212,130,1.5,1.5
cracked_stone_03,87,26,1.5,1.5
cracked_stone_03,115,70,1.5,1.5
cracked_stone_03,214,177,1.5,1.5
cracked_stone_03,83,117,1.5,1.5
cracked_stone_03,115,51,1.5,1.5
cracked_stone_03,207,183,1.5,1.5
cracked_stone_03,153,83,1.5,1.5
cracked_stone_03,87,113,1.5,1.5
cracked_stone_03,203,253,1.5,1.5
